TANQUE,PRODUCTO,h,DIAM.,CONO,h M.,T Â°C,LIT/CMS,KG/CMS,DENS.,KG.,% AGUA/OTRO,FECHA
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,132,50,145.22046,130.698414,0.9,3113.96828,,2020-06-01
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-01
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,228,50,118.8475134,106.96276206,0.9,16365.302595180001,,2020-06-01
TK150 ,OLEINA DESPACHO ,915,490,1500,506,,188.57454,167.8313406,0.89,70143.01830540001,,2020-06-01
TK EMPAQUE  ,OLEINA ,306,249,200,149.6,70,48.6955854,43.339071006,0.89,6978.2307053384,,2020-06-01
OLEINA ENVASADA,OLEINA ENVASADA,,,,,,,0,,24686,,2020-06-01
CRISTA 1,,300,270,1200,VACIO,60,57.25566,51.530094,0.9,,,2020-06-01
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-01
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-01
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-01
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,530,55,114.0094494,102.60850445999999,0.9,8458.6803568,,2020-06-02
TK2,INTERESTERIFICADO ,610,381,250,575,55,114.0094494,102.60850445999999,0.9,3841.2976560999996,,2020-06-02
TK3,PALMISTE RBD,610,381,250,234,55,114.0094494,98.048126484,0.86,37116.095557984,,2020-06-02
TK4,GRASA DURA ,610,381,250,607,55,114.0094494,102.60850445999999,0.9,557.82551338,,2020-06-02
TK5,PALMA RBD,610,381,250,340,55,114.0094494,102.60850445999999,0.9,27954.296204199996,,2020-06-02
TK 800,PALMA RBD,1224,968,5000,652,,735.9386496,662.34478464,0.9,383861.21681407996,,2020-06-02
TK 500,PALMA RBD,733,960,3500,367,20,723.82464,651.442176,0.9,241927.836416,,2020-06-02
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,316,50,114.0094494,102.31633039185253,0.8974372820000001,30331.001135204646,,2020-06-02
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,18,100,69.7466616,63.469462056,0.91,28176.56330464,,2020-06-02
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,260,60,69.7466616,63.469462056,0.91,12816.953487088,,2020-06-02
TK 370,PALMISTE CRUDO ,839,771,3891,801,60,466.8739614,415.517825646,0.89,19680.677374548002,,2020-06-02
CRISTA 1,PALMA RBD,671,292,2200,34,50,66.9663456,60.0688120032,0.897,40463.833246038404,,2020-06-02
CRISTA 2,PALMA RBD,671,292,2200,18,50,66.9663456,60.0688120032,0.897,41424.9342380896,,2020-06-02
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,92,50,145.22046,130.698414,0.9,8341.904840000001,,2020-06-02
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-02
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,285,50,118.8475134,106.96276206,0.9,10268.42515776,,2020-06-02
TK150 ,OLEINA DESPACHO ,915,490,1500,328,,188.57454,167.8313406,0.89,100016.9969322,,2020-06-02
TK EMPAQUE  ,OLEINA ,306,249,200,-,70,48.6955854,43.339071006,0.89,,,2020-06-02
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-02
CRISTA 1,,300,270,1200,VACIO,60,57.25566,51.530094,0.9,,,2020-06-02
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-02
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-02
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-02
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,454,55,114.0094494,102.60850445999999,0.9,16256.92669576,,2020-06-03
TK2,INTERESTERIFICADO ,610,381,250,575,55,114.0094494,102.60850445999999,0.9,3841.2976560999996,,2020-06-03
TK3,PALMISTE RBD,610,381,250,238,55,114.0094494,98.048126484,0.86,36723.903052048,,2020-06-03
TK4,GRASA DURA ,610,381,250,607,55,114.0094494,102.60850445999999,0.9,557.82551338,,2020-06-03
TK5,PALMA RBD,610,381,250,375,55,114.0094494,102.60850445999999,0.9,24362.998548099997,,2020-06-03
TK 800,PALMA RBD,1224,968,5000,678,,735.9386496,662.34478464,0.9,366640.25241344,,2020-06-03
TK 500,PALMA RBD,733,960,3500,395,20,723.82464,651.442176,0.9,223687.455488,,2020-06-03
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,291,50,114.0094494,102.31633039185253,0.8974372820000001,32888.909395000956,,2020-06-03
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,25,100,69.7466616,63.469462056,0.91,27732.277070247997,,2020-06-03
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,240,60,69.7466616,63.469462056,0.91,14086.342728208,,2020-06-03
TK 370,PALMISTE CRUDO ,839,771,3891,764,60,466.8739614,415.517825646,0.89,35054.83692345,,2020-06-03
CRISTA 1,PALMA RBD,671,292,2200,654,50,66.9663456,60.0688120032,0.897,3221.1698040544,,2020-06-03
CRISTA 2,PALMA RBD,671,292,2200,37,50,66.9663456,60.0688120032,0.897,40283.6268100288,,2020-06-03
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,90,50,145.22046,130.698414,0.9,8603.301668,,2020-06-03
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-03
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,126,50,118.8475134,106.96276206,0.9,27275.5043253,,2020-06-03
TK150 ,OLEINA DESPACHO ,915,490,1500,376,,188.57454,167.8313406,0.89,91961.09258340001,,2020-06-03
TK EMPAQUE  ,OLEINA ,306,249,200,-,70,48.6955854,43.339071006,0.89,,,2020-06-03
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-03
CRISTA 1,,300,270,1200,65,60,57.25566,51.530094,0.9,13309.57209,,2020-06-03
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-03
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-03
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-03
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,298,55,114.0094494,102.60850445999999,0.9,32263.85339152,,2020-06-04
TK2,INTERESTERIFICADO ,610,381,250,599,55,114.0094494,102.60850445999999,0.9,1378.69354906,,2020-06-04
TK3,PALMISTE RBD,610,381,250,238,55,114.0094494,98.048126484,0.86,36723.903052048,,2020-06-04
TK4,GRASA DURA ,610,381,250,607,55,114.0094494,102.60850445999999,0.9,557.82551338,,2020-06-04
TK5,PALMA RBD,610,381,250,211,55,114.0094494,102.60850445999999,0.9,41190.79327954,,2020-06-04
TK 800,PALMA RBD,1224,968,5000,668,,735.9386496,662.34478464,0.9,373263.70025983994,,2020-06-04
TK 500,PALMA RBD,733,960,3500,496,20,723.82464,651.442176,0.9,157891.795712,,2020-06-04
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,576,50,114.0094494,102.31633039185253,0.8974372820000001,3728.755233322986,,2020-06-04
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,CARGANDO,100,69.7466616,63.469462056,0.91,,,2020-06-04
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,320,60,69.7466616,63.469462056,0.91,9008.785763728,,2020-06-04
TK 370,PALMISTE CRUDO ,839,771,3891,832,60,466.8739614,415.517825646,0.89,6799.624779522001,,2020-06-04
CRISTA 1,PALMA RBD,671,292,2200,350,50,66.9663456,60.0688120032,0.897,21482.0886530272,,2020-06-04
CRISTA 2,PALMA RBD,671,292,2200,29,50,66.9663456,60.0688120032,0.897,40764.1773060544,,2020-06-04
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,110,50,145.22046,130.698414,0.9,5989.333388000001,,2020-06-04
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-04
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,44,50,118.8475134,106.96276206,0.9,36046.45081422,,2020-06-04
TK150 ,OLEINA DESPACHO ,915,490,1500,246,,188.57454,167.8313406,0.89,113779.16686140001,,2020-06-04
TK EMPAQUE  ,OLEINA ,306,249,200,-,70,48.6955854,43.339071006,0.89,,,2020-06-04
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-04
CRISTA 1,,300,270,1200,64,60,57.25566,51.530094,0.9,13361.102184,,2020-06-04
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-04
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-04
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-04
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,578,55,114.0094494,102.60850445999999,0.9,3533.4721427199997,,2020-06-05
TK2,INTERESTERIFICADO ,610,381,250,607,55,114.0094494,102.60850445999999,0.9,557.82551338,,2020-06-05
TK3,PALMISTE RBD,610,381,250,340,55,114.0094494,98.048126484,0.86,26722.99415068,,2020-06-05
TK4,GRASA DURA ,610,381,250,607,55,114.0094494,102.60850445999999,0.9,557.82551338,,2020-06-05
TK5,PALMA RBD,610,381,250,273,55,114.0094494,102.60850445999999,0.9,34829.066003019994,,2020-06-05
TK 800,PALMA RBD,1224,968,5000,584,,735.9386496,662.34478464,0.9,428900.66216959996,,2020-06-05
TK 500,PALMA RBD,733,960,3500,547,20,723.82464,651.442176,0.9,124668.24473600001,,2020-06-05
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,PDTE,50,114.0094494,102.31633039185253,0.8974372820000001,,,2020-06-05
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,260,100,69.7466616,63.469462056,0.91,12816.953487088,,2020-06-05
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,350,60,69.7466616,63.469462056,0.91,7104.701902048,,2020-06-05
TK 370,PALMISTE CRUDO ,839,771,3891,809,60,466.8739614,415.517825646,0.89,16356.53476938,,2020-06-05
CRISTA 1,PALMA RBD,671,292,2200,168,50,66.9663456,60.0688120032,0.897,32414.6124376096,,2020-06-05
CRISTA 2,PALMA RBD,671,292,2200,20,50,66.9663456,60.0688120032,0.897,41304.7966140832,,2020-06-05
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,116,50,145.22046,130.698414,0.9,5205.142904,,2020-06-05
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-05
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,56,50,118.8475134,106.96276206,0.9,34762.8976695,,2020-06-05
TK150 ,OLEINA DESPACHO ,915,490,1500,57,,188.57454,167.8313406,0.89,145499.2902348,,2020-06-05
TK EMPAQUE  ,OLEINA ,306,249,200,45,70,48.6955854,43.339071006,0.89,11511.497532566,,2020-06-05
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-05
CRISTA 1,,300,270,1200,64,60,57.25566,51.530094,0.9,13361.102184,,2020-06-05
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-05
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-05
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-05
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,543,55,114.0094494,102.60850445999999,0.9,7124.76979882,,2020-06-06
TK2,INTERESTERIFICADO ,610,381,250,420,55,114.0094494,102.60850445999999,0.9,19745.615847399997,,2020-06-06
TK3,PALMISTE RBD,610,381,250,346,55,114.0094494,98.048126484,0.86,26134.705391776,,2020-06-06
TK4,GRASA DURA ,610,381,250,609,55,114.0094494,102.60850445999999,0.9,352.60850446,,2020-06-06
TK5,PALMA RBD,610,381,250,379,55,114.0094494,102.60850445999999,0.9,23952.56453026,,2020-06-06
TK 800,PALMA RBD,1224,968,5000,510,,735.9386496,662.34478464,0.9,477914.17623295996,,2020-06-06
TK 500,PALMA RBD,733,960,3500,548,20,723.82464,651.442176,0.9,124016.80256,,2020-06-06
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,471,50,114.0094494,102.31633039185253,0.8974372820000001,14471.969924467501,,2020-06-06
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,350,100,69.7466616,63.469462056,0.91,7104.701902048,,2020-06-06
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,310,60,69.7466616,63.469462056,0.91,9643.480384288,,2020-06-06
TK 370,PALMISTE CRUDO ,839,771,3891,777.5,60,466.8739614,415.517825646,0.89,29445.346277229,,2020-06-06
CRISTA 1,PALMA RBD,671,292,2200,20,50,66.9663456,60.0688120032,0.897,41304.7966140832,,2020-06-06
CRISTA 2,PALMA RBD,671,292,2200,34,50,66.9663456,60.0688120032,0.897,40463.833246038404,,2020-06-06
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,155,50,145.22046,130.698414,0.9,107.90475799999996,,2020-06-06
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-06
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,22,50,118.8475134,106.96276206,0.9,38399.63157954,,2020-06-06
TK150 ,OLEINA DESPACHO ,915,490,1500,3,,188.57454,167.8313406,0.89,154562.1826272,,2020-06-06
TK EMPAQUE  ,OLEINA ,306,249,200,44,70,48.6955854,43.339071006,0.89,11554.836603572,,2020-06-06
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-06
CRISTA 1,,300,270,1200,VACIO,60,57.25566,51.530094,0.9,,,2020-06-06
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-06
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-06
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-06
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,540,55,114.0094494,102.60850445999999,0.9,7432.595312199999,,2020-06-09
TK2,INTERESTERIFICADO ,610,381,250,391,55,114.0094494,102.60850445999999,0.9,22721.262476739998,,2020-06-09
TK3,PALMISTE RBD,610,381,250,361,55,114.0094494,98.048126484,0.86,24663.983494516,,2020-06-09
TK4,GRASA DURA ,610,381,250,VACIO,55,114.0094494,102.60850445999999,0.9,,,2020-06-09
TK5,PALMA RBD,610,381,250,585,55,114.0094494,102.60850445999999,0.9,2815.2126114999996,,2020-06-09
TK 800,PALMA RBD,1224,968,5000,357,,735.9386496,662.34478464,0.9,579252.92828288,,2020-06-09
TK 500,PALMA RBD,733,960,3500,624,20,723.82464,651.442176,0.9,74507.197184,,2020-06-09
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,326,50,114.0094494,102.31633039185253,0.8974372820000001,29307.83783128612,,2020-06-09
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,25,100,69.7466616,63.469462056,0.91,27732.277070247997,,2020-06-09
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,274,60,69.7466616,63.469462056,0.91,11928.381018304,,2020-06-09
TK 370,PALMISTE CRUDO ,839,771,3891,811,60,466.8739614,415.517825646,0.89,15525.499118088,,2020-06-09
CRISTA 1,PALMA RBD,671,292,2200,20,50,66.9663456,60.0688120032,0.897,41304.7966140832,,2020-06-09
CRISTA 2,PALMA RBD,671,292,2200,34,50,66.9663456,60.0688120032,0.897,40463.833246038404,,2020-06-09
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,152,50,145.22046,130.698414,0.9,500,,2020-06-09
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-09
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,269,50,118.8475134,106.96276206,0.9,11979.82935072,,2020-06-09
TK150 ,OLEINA DESPACHO ,915,490,1500,316,,188.57454,167.8313406,0.89,102030.9730194,,2020-06-09
TK EMPAQUE  ,OLEINA ,306,249,200,44,70,48.6955854,43.339071006,0.89,11554.836603572,,2020-06-09
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-09
CRISTA 1,,300,270,1200,67,60,57.25566,51.530094,0.9,13206.511902,,2020-06-09
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-09
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-09
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-09
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,506,55,114.0094494,102.60850445999999,0.9,10921.284463839998,,2020-06-10
TK2,INTERESTERIFICADO ,610,381,250,407,55,114.0094494,102.60850445999999,0.9,21079.52640538,,2020-06-10
TK3,PALMISTE RBD,610,381,250,300,55,114.0094494,98.048126484,0.86,30644.91921004,,2020-06-10
TK4,GRASA DURA ,610,381,250,VACIO,55,114.0094494,102.60850445999999,0.9,,,2020-06-10
TK5,PALMA RBD,610,381,250,320,55,114.0094494,102.60850445999999,0.9,30006.466293399997,,2020-06-10
TK 800,PALMA RBD,1224,968,5000,415,,735.9386496,662.34478464,0.9,540836.93077376,,2020-06-10
TK 500,PALMA RBD,733,960,3500,718,20,723.82464,651.442176,0.9,13271.63264,,2020-06-10
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,290,50,114.0094494,102.31633039185253,0.8974372820000001,32991.22572539281,,2020-06-10
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,438,100,69.7466616,63.469462056,0.91,1519.38924112,,2020-06-10
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,327,60,69.7466616,63.469462056,0.91,8564.499529335999,,2020-06-10
TK 370,PALMISTE CRUDO ,839,771,3891,808,60,466.8739614,415.517825646,0.89,16772.052595025998,,2020-06-10
CRISTA 1,PALMA RBD,671,292,2200,675,50,66.9663456,60.0688120032,0.897,1959.7247519872,,2020-06-10
CRISTA 2,PALMA RBD,671,292,2200,33,50,66.9663456,60.0688120032,0.897,40523.9020580416,,2020-06-10
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,79,50,145.22046,130.698414,0.9,10040.984222000001,,2020-06-10
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-10
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,285,50,118.8475134,106.96276206,0.9,10268.42515776,,2020-06-10
TK150 ,OLEINA DESPACHO ,915,490,1500,200,,188.57454,167.8313406,0.89,121499.40852900001,,2020-06-10
TK EMPAQUE  ,OLEINA ,306,249,200,115,70,48.6955854,43.339071006,0.89,8477.762562146,,2020-06-10
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-10
CRISTA 1,,300,270,1200,53,60,57.25566,51.530094,0.9,13927.933218,,2020-06-10
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-10
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-10
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-10
TK1,ESTEARINA  DE PALMA  RBD,610,381,250,408,55,114.0094494,102.60850445999999,0.9,20976.917900919998,,2020-06-11
TK2,INTERESTERIFICADO ,610,381,250,420,55,114.0094494,102.60850445999999,0.9,19745.615847399997,,2020-06-11
TK3,PALMISTE RBD,610,381,250,109,55,114.0094494,98.048126484,0.86,49372.111368483995,,2020-06-11
TK4,GRASA DURA ,610,381,250,VACIO,55,114.0094494,102.60850445999999,0.9,,,2020-06-11
TK5,PALMA RBD,610,381,250,232,55,114.0094494,102.60850445999999,0.9,39036.01468588,,2020-06-11
TK 800,PALMA RBD,1224,968,5000,505,,735.9386496,662.34478464,0.9,481225.90015615994,,2020-06-11
TK 500,PALMA RBD,733,960,3500,VACIO,20,723.82464,651.442176,0.9,,,2020-06-11
TK 60,ACIDOS GRASOS DE PALMA,610,381,250,591,50,114.0094494,102.31633039185253,0.8974372820000001,2194.010277445198,,2020-06-11
N1,ACEITE DE PALMA CRUDO (CPO),458,298,250,18,100,69.7466616,63.469462056,0.91,28176.56330464,,2020-06-11
N2,ACEITE DE PALMA BLANQUEADO (BPO),458,298,250,290,60,69.7466616,63.469462056,0.91,10912.869625407999,,2020-06-11
TK 370,PALMISTE CRUDO ,839,771,3891,780,60,466.8739614,415.517825646,0.89,28406.551713114,,2020-06-11
CRISTA 1,PALMA RBD,671,292,2200,438,50,66.9663456,60.0688120032,0.897,16196.0331967456,,2020-06-11
CRISTA 2,PALMA RBD,671,292,2200,24,50,66.9663456,60.0688120032,0.897,41064.5213660704,,2020-06-11
TOLVA ,ESTEARINA DE PALMA RBD,152,430,500,78,50,145.22046,130.698414,0.9,10171.682636000001,,2020-06-11
OLEINA LAVADO,OLEINA LAVADO ,304,160,200,304,50,20.106240000000003,17.894553600000002,0.89,200,,2020-06-11
TK40 RECEPCION ,OLEINA PROCESO ,381,389,0,VACIO,50,118.8475134,106.96276206,0.9,,,2020-06-11
TK150 ,OLEINA DESPACHO ,915,490,1500,350,,188.57454,167.8313406,0.89,96324.707439,,2020-06-11
TK EMPAQUE  ,OLEINA ,306,249,200,115,70,48.6955854,43.339071006,0.89,8477.762562146,,2020-06-11
OLEINA ENVASADA,OLEINA ENVASADA,,,,-,,,0,,,,2020-06-11
CRISTA 1,,300,270,1200,66,60,57.25566,51.530094,0.9,13258.041996,,2020-06-11
CRISTA 2,,459,194,200,VACIO,,29.56,26.604,0.9,,,2020-06-11
TOLVA 1,,190,205,200,VACIO,70,33.006434999999996,26.405147999999997,0.8,,,2020-06-11
TOLVA 2,,152,271,300,VACIO,70,57.6805614,46.144449120000004,0.8,,,2020-06-11
